"INDEX ","CURRENT ","%CHNG ","OPEN ","HIGH ","LOW ","PREV. CLOSE","PREV. DAY 31-May-2021","1W AGO 26-May-2021","1M AGO 30-Apr-2021","1Y AGO 01-Jun-2020","52W H ","52W L ","365 D % CHNG 01-Jun-2020","30 D % CHNG 30-Apr-2021"
"NIFTY 50","15576.20","0.01","15520.35","15597.45","15459.85","15574.85","15582.80","15301.45","14631.10","9826.15","15660.75","9544.35","58.50","6.45"
